user_id,recipe_id,date,rating,review
2001855232,272691,2017-12-12,5,"This is basically how I make mine, except my family always used Pecorino Romano also. Since I come from a family of hunters, and both my boys and husband hunt, make them with Venison minute steaks. No one knows and I think they are even better! Everyone loves!"
246712,43824,2005-10-24,3,I didn't  really like this - I found it very eggy tasting. The topping was very nice however and the idea is cool. I may tweak with this recipe to make it more to my liking. 
507071,92110,2009-02-04,5,"Fantastic!  I made just 1 thick chop, used a whole shallot, 1 tbsp oil and half the broth and vinegar... it was delicious, and surprisingly calorie friendly!"
844554,104312,2009-07-07,5,"OH MY!! WERE THESE GREAT!! If I could give 10 stars for taste, I would. I used whole wheat flour tortillas, reduced fat cheese, added pinto beans, a can of mexicorn and cumin. These were so, so tasty. Definitely the enchilada sauce makes this dish. We had it with brown rice and I made it in a 8x8 square dish and froze the remainder for future meals. I'll definitely make this one over and over. Thanks so much!"
178427,286209,2010-05-31,5,"Very good indeed! I used the new individual layered lumpia wrappers and it was a breeze to make. We liked everything about these lumpia...great taste, good looking and easy to make. Thanks for sharing. Made for ZWT 6."
240425,12591,2005-09-08,5,This is the first angle food cake.  I only had 7 eggs on hand so I made the five remaining egg whites from Wilton Meringue Powder and water. (2 tsp powder to 2 Tbsp water makes 1 egg white).  I also baked this in a stone bundt pan.  I was very pleased with how it turned out.  I am not big on almond flavor so next time I will only use 1/4 tsp of almond flavor.  This will absolutly be made again
383346,231700,2012-05-02,3,I tried using less dressing so that the meat would be better to work with but DH still have trouble with it on the bbq.  It was falling apart.  The only one that look good was for the photo.  But the taste is really good.  Maybe an egg would help but still using less bbq sauce and dressing.  Thanks Crystal :)  Made for Bargain Basement tag game
28455,31163,2002-08-05,5,EXACTLY how my grandma made hers too! I love these I am glad someone posted this also because I had forgotten them and I always loved these! thank you:)
1809367,244910,2011-02-08,5,"This was so delicious!  I got nervous because I cheated and tasted it before it was cooked and it wasn't too exciting, but it ended up SO good!  This in the handmade pasta that I tried out for the first time and its my new favorite food.  I used a little more than half of the filling and got about 35 small raviolis.  Thank you for sharing, it made for a wonderful family dinner!"
1168148,39087,2010-08-31,5,Cooked this for my whole family last Saturday and everybody loved even if i did not have any doubt after all the reviews there were listed. I made no additions or substitutions and your recipe as written is perfect for our tastes and the sauce came out so rich and tasty.Thanks for the recipe
2748284,10837,2013-09-12,5,I never knew homemade spaghetti sauce was so easy! After the sauce had simmered for two hours I added a pound of sliced fresh mushrooms and a pound of browned ground sausage. We ate it over spaghetti squash and it was delicious!
49304,53015,2003-02-08,5,"Delicious, we really liked the stew, very easy to make. we love cabbage and this another good way to fix it. I had ham slices frozen in freezer. Served it with a green salad with fruit.Thank you for the recipe."
207519,131473,2005-07-28,5,"Are you kidding me? This is one of the best alfredo recipes I have ever tasted! I did add some canned mushrooms, which made it, OH!, even more delicious! I think the garlic really hit the spot with this alfredo! Excellent posting, will use this recipe ONLY from now on!"
25356,38569,2005-04-20,5,"Yum! I have eaten soo much of this stuff since I made it yesterday afternoon. I can't wait to make another one...next time...strawberry! :D
Thanks!"
593927,373540,2012-05-20,5,"DH and DD1 both say this is good and I made it for my FIL`s dewaniya  (male gathering) and I'm sure it will get eaten up. It is a nice change from their regular favourite, recipe#213305 as this one has a cakier texture and the lemon zest. I did not use all the 'asl' syrup as the men don't like too much sweetness. In fact I made a batch of recipe#451788 with the leftover syrup. I use Cedar brand semolina (light coloured, not durum semolina used for making pasta), the shredded coconut I had was sweetened so I left out most of the sugar, I used mainly canola oil and the rest unrefined sunflower oil as I was afraid it would have too much of a sunflower taste, alcohol free vanilla from the health food shop, just 1 tbs orange blossom water, plus the rest of the ingredients. I cut them into diamond shapes to look very nice masha Allah. I may make this again as a change from the usual. Made for Welcome to Algeria!"
66899,53252,2003-03-24,3,these were interesting- i love the apple and cheese combination.  they did not rise very well and were a bit greasy but they were very moist from the apple sauce.  
268973,201149,2007-03-23,5,These were delicious and came out soooo soft and chewy.  I made them for work and everyone loved them.
217657,159994,2006-08-14,5,This was just plain yummy!!!  Loved the difference the almond extract gave it to other honey butters...I recommend this with french toast and peach syrup!
230167,76470,2008-01-07,5,This has a nice kick to it. I used small shrimp and added it to an Alfredo sauce over cheese tortellini.  Delish! Zero left-overs. DH approved.
565276,13619,2007-10-14,5,"The very fact that I made a decent pie crust says volumes about this recipe!  I can book/bake nearly everything else... but NOT a pie crust.  I didn't have enough shortening, so I used 1/2 butter, 1/2 shortening, and I did do it all in a food processor, but it was still really good!  Thank you!"
2960696,56366,2013-08-26,3,"I made this soup as specified, except I left out the added salt, since many of the ingredients are already salty. (Onion soup mix, soy sauce.) It was still VERY salty. I also took other people&#039;s advice and cooked the pasta on the side to add to each portion as needed and avoid sogginess. I used some of the pasta water to add to the soup to make it less salty.&lt;br/&gt;&lt;br/&gt;On the plus side, it is very easy and the flavour is nice once you cut the salt. Hearty and good texture. With the added liquid and pasta on the side, I&#039;d give it four stars."
17803,220016,2008-01-17,5,Yum!  I used the large tortillas with my quesadilla maker.  There was enough chicken mixture to make 5 but I did use 1 extra cup of cheese.  I used the salsa I made last year Recipe #9272.  Makes a fast meal after a long day.  Thank you  Made for *Zaar Tag*  game 2008
37779,110805,2013-01-18,5,"Cauliflower is a hard sell at my house. But I keep trying. This one really went over well. I have to admit, I was surprised at how good this was. Roasting is the way to go--great flavor and texture with very simple seasonings. Thanks, Barb, for another great recipe."
106501,26794,2004-10-31,5,Oh wow!!! This is yummy!  Made a batch for me & dh to have with mean's pulled pork.  I made half with the preserves (because I like it sweet) and half without (cause dh don't) and it was just too yummy.  Me & dh were both thrilled with our sauces.  Thanks!!
149043,91298,2004-09-26,5,"This has a little bite to it after it melds for awhile.  Very tasty.  We ate it in whole wheat sandwiches, on crackers and with a spoon straight out of the bowl!  Thanks for sharing this recipe and congratulations on winning the football pool!"
110125,101677,2004-11-03,5,"What a fun and easy appetizer for Halloween!  For a serving tray I used the bottom of the egg carton, placed parsley on it and the eggs nested on top."
1800235799,281701,2013-11-12,5,"I revised this recipe somewhat by browning the chicken thighs before putting them in the slow cooker (use diced tomatoes that are pure tomatoes -- no added salt or sugar). It did triple the prep time. At the one hour mark, I also added artichokes and sliced mushrooms, cooked for 4.5 more hours on low and then served it over eggplant squash that was shredded. Delicious, healthy and very low calorie! It&#039;s also Paleo friendly."
37449,420705,2012-06-13,5,"Yum, delicious hummus! I just ate this out of the bowl. Thanks! Made for Vegetarian Tag, June 2012."
284897,286396,2010-02-16,5,"Great recipe.
I did make a few chages...only a few, I only had white rice so used this instead, and I baked my patties in the oven. I used a well greased baking tray, and cooked them in the oven ....very carefuly turniing them once during cooking. I thought they might break apart, but armed with my trusty egg flip..... I had no problems at all! I didn't break one!
I cut down on the relish and halved it,  but followed the relish recipe as  it as written. It was fantastic, creamy and sweet!
DS and DH ate these and they don't often eat zucchini, but DS did suggest they would be nice with some cheese in them, but I don't think they would hold together as well.
Thanks F.C. for a great way to use up a couple (or in my case 1 large zucchin!)"
1802758810,230524,2014-09-08,5,"This was great! I doubled the recipe for base and put half in 1 9x13 pan and other half in another 9x13 pan lined with parchment paper. After freezing, parchment paper made it real easy to flip the other base on as top layer. I used 2 litres ice cream. Made a nice thick yummy sandwich."
534885,101769,2007-12-04,5,"Excellent, just like my grandmother used to make here in Texas."
219733,129988,2006-06-04,5,"This cake is lovely...its almost not like a cake, but a firmer chocolate moose with crunchy bits of biscuits in it...I too used Bahlsen Leibniz butter biscuits...I omitted the coffee and rum, cos I was afraid it might be a tad too bitter. Lovely lovely lovely!!!

- Tunasushi (ZWT for Team 5)"
469903,304213,2008-06-22,5,"Wowsers! I made as directed and boy was this one HOT salad! The pepper laden dressing is full of flavor and goes very well with the mellow flavors of the mango and avocado. Wonderful exciting salad! I did reduce the olive oil to 2 tablespoons, but kept the other amounts as stated. Made for ZWT4."
2001854747,276954,2018-07-18,3,I used only beef and lamb total of 2 pounds of meat. Adjusted seasoning but it was way too salty after using only 1/4 cup of boullion
350750,48014,2014-01-10,5,"What a winner this soup is!  We really liked this, it was different than other soups we eat.  Thank you!"
178427,63689,2009-12-28,5,"I can't believe I forgot to review this fabulous recipe. I've been making this twice a month for over 2 years and we just love it. Everytime I take burger meat out I ask how they want it and they holler ""make those sloppy joe's"". I never vary from the recipe because it's perfect just as written. Thanks for sharing one of the best recipes I've ever found."
527607,513746,2014-09-21,5,I loved these. I enjoyed the tomato on them but think good old sour cream would work too
28087,423918,2010-06-06,5,"Absolutely Wonderful Quiche!!! Great rich flavor :) I made this in a deep dish pie pan and had to adjust the cooking times, about 35 minutes covered and an additional 15 minutes uncovered, until center was set. This a keeper and will go into my breakfast/brunch rotation. Thanks for posting. *Made for SSaSSy's ZWT 6*"
1117099,2886,2010-01-03,4,"Great recipe1 Although with 4 bananas it was really wet when done, I may try with less banana next time. All in all great tasting!"
174096,305343,2009-02-02,5,"So easy and refreshing!  This was great.  I get tired of the same old salads, so this will be a great way to change up the rotation.  Thanks for sharing!"
272752,142126,2006-10-08,5,"I can't believe I'm the first one to review these!  Hail Burrito indeed -- these were fabulous, with the spicy sauce, the sweet potatos, and the hearty black beans and crunchy plantains and onions all contrasting and working together beautifully.  Used whole wheat tortillas, which helped as well.  I subtract one star for imprecise amounts (2 plaintains and 2 sweet potatos would be easier) and somewhat unclear directions, which made me cautious.  But overall, HAIL BURRRRIIIITOOOO!"
2000730112,524863,2015-12-05,5,I don&#039;t do much cooking these days but this sounds so good and looks so great that I think I&#039;ll try it tonight. I&#039;m going shopping today so this works well.
280271,129682,2008-04-19,5,"Excellent flavor! The chops came out tender and moist. Really enjoyed the touch of orange taste. Nothing was overpowering. All the ingredients blended well together. Due to the weather outside I cooked them on my George Foreman grill. Wonderful recipe, thanks for posting."
158449,194597,2007-07-09,5,"These were so good, makes 12 BIG muffins! I didn't have an apple, but I had some homemade chunky applesauce, so I strained it a bit and used about 2/3 cup total applesauce. Used golden raisins and skipped the nuts. These were exactly what I was looking for, great for breakfast and toddlers who won't eat carrots!"
246482,82373,2007-06-13,5,"Very moist chicken and tasty. I will use unsweetened pineapple juice the next time as I found it a wee bit sweet, but that didnt stop me from finishing the pan.
Served with noodles and a vegetable."
15572,71430,2008-05-31,3,"It was very tender, I don't know what I did wrong, but the meat was not very tasty.  But don't let this review stop you from trying it.  I could have goofed something.  Perhaps a dash of ground cloves."
262129,81687,2006-01-02,5,"I couldn't eat it myself (allergies) but boy was it a hit!  I used fresh strawberries, sliced and soaked in triple sec.  I put that in the middle of 2 layers (I baked them on jellyroll pans), and then frosted the whole thing with the cool whip icing and fresh berries.  What a great trick the pudding is!  Thank you so much for an easy, beautiful dessert."
294703,136692,2006-02-18,5,"These were delicious!  I would suggest using thick bacon strips so they are equally done liek the scallops. I didn't make your pasta, I wanted an alfredo this time but next time I will.  Mushrooms would tast good with this."
188066,204629,2008-10-06,5,"Wow! the rub made this steak fantastic. I added some granulated garlic, about half a teaspoon because i tripled this recipe. It was a little smokey in the kitchen but not too bad, heck the smoke alarms didn't even go off! Always a bonus! I needed to cook the staeks a little longer to get to medium rare, but mine were very thick. an excellent recipe, will be making steak this way again and again."
63026,38339,2003-06-25,5,"Wow! This tasted EXACTLY like the Wendy's Mandarin Chicken salad. The dressing was perfect. I didn't have iceberg or red leaf lettuce, so substituted Romaine with equal success."
104295,335416,2009-02-16,4,"We enjoyed this.  I did make the stock with the ham bone and am not sure it added much taste.  Also, the recipe never says when to add the ham back into the soup.  I also used more than 4 cups of water because 4 cups wouldn't cover my large bone.  I found the meat that was on the bone and had boiled was much too tough, so I used a bag of frozen ham (from the same ham).  I also used skim milk (which is all I had in the house) and it curdled slightly, but still tasted fine.  I intend to add some cooked broccoli and cauliflower to it tomorrow when I reheat it for lunch."
1660682,272351,2011-02-09,0,"I quartered this recipe, so I only made 1 dozen. I omitted the spices, and they were delicious. Exactly what I was looking for. Not too sweet but chocolatey. I will definitely make these again."
704545,166309,2009-01-20,5,Perfect!!!!  Definitely loved them although hubby wanted a little more mayo added in.
121023,279137,2008-02-07,5,"OH my gosh!!!!
This makes AMAZING shrimp!!!!
I used the shrimp flavorings for my shrimp stir fry and it is wonderful!!
I'm looking forward to using it as you wrote with ramen noodles!

Thanks for a perfect recipe!!"
1213515,175740,2009-11-30,5,"I know this is a Tapas dish and should be eaten with scumptious bread to soak up the juices but I didn't have any so I mixed it with some penne and some arugula leaves. 
Absolutely heavenly!!"
11297,84051,2005-04-19,5,"Thanks for the easy way to make this dish. :) Will be a 'keeper' in my book. 
Cheers :)"
496803,374927,2011-03-24,5,"This was easy, and very good!  I used 2 thighs for two servings, but made the marinade as written.  I saved out a couple of teaspoons of the marinade to add to the coconut milk (which I doubled) to make a sauce for the chicken plus the rice and vegetables I served on the side.  I had to substitute cilantro stems for the roots, as I couldn't find the roots in any of my local markets.  I loved the marinade!  It is exactly the flavors in my favorite restaurant curry, so I can now enjoy that at home.  Thanks for posting a great recipe!"
131126,317937,2008-08-25,4,"I changed several things in order to try the recipe by not using sugar free products.   The crepe cups were a cute idea and very easy to do! I had selected Recipe #19104 and froze crepes to use during the contest.  They thawed & molded wonderfully for this recipe.  In order to make this more s'more like in my mind I elected to use marshmellow cream.  My biggest reservation was the chocolate syrup. I know it was a required contest ingredient, but really think melted chocolate would be better suited in this recipe.  Thank you for your entry in RSC #12."
170628,167202,2007-01-11,5,"This was really good and it was a very big portion for the amount of points.  I love Weight Watchers recipes that my entire family can enjoy and not feel they are on a diet, too.  This was definitely one.  1/4 cup of egg substitute is the same amount of points as one large egg.  So, if you don't have egg substitute, you can substitute a regular egg without changing the points.  Thanks!"
424680,200861,2008-09-24,5,"One change I made was to use steamed fresh green beans instead of the canned, but other than that followed your list of ingredients right on down, & we had a great tasting change of pace in salads! Thanks for a great keeper! [Tagged, made & reviewed for one of my adoptees in the current Pick-A-Chef]"
32143,18387,2008-04-03,4,Very good! I made the filling and sauce the night before so I could quickly put them together after work. Just warmed them up a little in the microwave and had to add a little extra broth to the sauce. Thank-you!
1100340,237183,2011-09-30,0,I made these last night for a  muffin basket for the church bakesale. I used mini chocolate chips instead of white chocolate. They were pretty tasty! & they made over a dozen.I followed the recipe exactly as written though.
246936,19596,2011-01-12,5,"So easy. Could not remember the recipe bu this is what I did and the family loved it. I had 2 chicken breasts, cooked in olive oil, then added the broth (1 can plus a little more of another can),package of mixed veggies and about 2 cups noodles. Let it simmer. Then added the cream of chicken soup. Big hit in the family. Will make it again. And of course I added seasoning to the mix as well. Thanks for an outstanding recipe! :)"
452355,309486,2012-07-12,5,"Made this easy, summery recipe for dinner last night and it did not disappoint.  Halved the recipe with perfect results and had to use fillets versus steaks as that it what I had on hand.  Like another reviewer, we really enjoyed the addition of ginger to the sauce and it really came through in the dish.  Served with grilled asparagus on the side.  This was a great weeknight dish.  Thanks for posting."
783368,27801,2010-02-13,5,We are not big fans of brocolli and my husband is not a big fan of tomatoes - but we both LOVED this.  What a great tasty way to get two really good vegetables in!  Will be making this often - goes great with sandwiches.
800672,3570,2008-06-28,5,This was so good. Made it for my husband who had been asking for rice pudding and he was really impressed. :)
765437,199579,2011-04-08,5,"I needed a Lenten Friday night meal and this was what I decided to try. I used cream of mushroom soup, a 5 oz can of tuna, and monterey jack cheese because that's what I had.<br/>My family had mixed feelings about it. My husband and I both liked it a lot. Only 1 of my 4 kids liked it, but I have a feeling he just really wanted a cupcake for dessert so ate all of his dinner!<br/>I guess maybe it's not that kid friendly with the chunks of celery and onion, and my kids don't really love tuna anyway.<br/>But, it gets 5 stars from the grownup set!!<br/>Thanks for posting."
954129,35889,2010-03-30,5,Excellent recipe to use to make hamburger buns.  We loved the texture and taste!  My go to recipe now!
349750,77397,2007-10-05,5,"This was simply wonderful. I made it for my husband since I am not a fan of cinnamon. This was so good I helped him polish it off in two settings! I did use the egg and used wole milk instead of half and half. Oh, I also omitted nuts since my hubby is not a fan. I really was great. This will be part of my holiday breakfast tradition from here on. Thanks for another GREAT recipe!"
451167,126332,2007-02-16,3,"Yay for 1.8g fiber per brownie! Mine were not crumbly, but I upped the butter to 2T. I will only bake them 23-25 min. next time so they don't dry out (I baked them about 26 min. this time), but the flavor is good and you don't taste the wheat germ.  I even substituted splenda and they turned out OK."
47510,35065,2002-11-12,5,Absolutely delicious!  The only change I made was to substitute walnuts for the pecans.  I served it with vanilla ice cream and the whole family just devoured it.  I think there might have been a small spoonful left...it was that good.
1244997,13467,2009-11-03,5,"Wonderful chicken recipe! I paired this with roasted butternut squash, broccoli and brown rice YUM..what a dinner..Thank You Mirj!"
885058,78707,2008-09-16,5,"Smells great cooking. It's actually in my oven right now. I'm not crazy about the cooking method. Everything is sticking to the pan. I used olive oil as directed. Added some more. Then, sprayed with Pam. Still, everything seems to be sticking and burning. Sounds like a great recipe. I just can't keep it from burning. I will try glass dish next time. Roasting pan means an actual roasting pan...
UPDATE:  I did use a glass dish and it worked perfectly.  A roasting pan is completely different than a glass casserole dish!  Be careful about that!  My hubby loves the potatoes in this mixture so I use extra potatoes.  It tastes great and we've had it several times already.  Thanks for a great recipe.  Just be careful about that roasting pan."
844554,53508,2013-05-22,5,"This was so good that hubby even declared it tasty! You know that&#039;s a winner when your other half speaks up. I used black grapes, walnuts and mayonnaise. Delicious!"
1783373,501856,2014-02-06,5,"Love, Love this fruit salad!  It is so clean and refreshing and a welcome treat especially from all the heavy eating from the holidays.  I used most of the fruits listed except for raspberries (none in the market) and used a little extra honey because my strawberries weren&#039;t quit ripe.  Next time I will use fresh ginger - I bet it would be even better.  I could see this being served at a dinner party after the entree to freshen-up the pallet.  Thank you Nancy&#039;s Pantry for a wonderful new addition to my repertoire of foods to make."
59302,61946,2007-07-08,5,"This was delicious!  I dressed up the ground beef a bit with some finely chopped onion, garlic and bell pepper, otherwise I followed the recipe exactly.  A big thanks to Cookin' Kayte for mentioning that anything but heavy cream will curdle as I tend to use milk instead of cream in cream sauces.  Just a side note...  In step 4, I browned more onion than was called for and before adding the cream, I moved the extra onion to the pan of green beans I was serving on the side.  The onions added a wonderful flavor to the beans.  This recipe is a real keeper!  Thanks for posting!"
1056692,488437,2015-05-08,5,"YUM!  I cheated cause I didn&#039;t want to have the oven heating up the house today, so I fried these in peanut oil instead.  Kids are thrilled, because we hardly ever eat out so they don&#039;t get fried pickles very often.  Now we can have them at home whenever we want.  I did run out of panko so mixed flour and cornmeal and did some that way...  in the deep fryer, those are equally delish...  wouldn&#039;t work in the oven, tho.  Thanks for sharing!"
89549,36147,2008-10-16,4,"I like this inspirational recipe.  I did make a few personal changes to suit my taste, that's why it's only 4 not 5 stars.  I'm sure it's a 5 star recipe just as it is.  Here's what I did:  I used 3.5 cups water and .5 cups sherry, only 1 cup sugar, cinnamon stick instead of ground, candied ginger slice instead of ground.  I also put in 4 crushed green cardamon pods.  Love to eat these just as they are.  Thank you for the recipe, Miss Annie."
811594,367414,2012-12-05,5,"These are really good, easy and fast.  I'm on my 3rd batch.  I like using the smaller size pan (8x8) or smaller.  I used non-stick foil and sprayed it and and no issues with it sticking.  Also, added 1 tsp vanilla after cooking for 6 minutes and sprinked with kosher salt after pouring in pan.  I put in the freezer for about 20 minutes and then cut, and then put in the freezer again about 10 minutes before wrapping."
337963,137364,2008-08-27,4,This worked out perfectly!  The only change I made was to cut the salt in half.  Thanks Mama!  (Please see my rating system)
133174,230863,2007-06-10,5,This recipe was made for the ZWTIII French Cooking Challenge and was done without wine. For the wine I used chicken broth. The chicken was moist and delicious. Served this over recipe #157876 which complimented the dish nicely. Definately a winning recipe.
232823,71373,2010-02-20,5,"Really tasty!These have somewhat sweet taste, so they just they way bread rolls should be!"
428885,200802,2007-09-01,5,"The ultimated dressing! I have made ""stuffing"" for years. Nothing fancy, but always from scratch etc. This tops em' all! There is not one thing we didn't like about the recipe. Followed this to a ""t"" easy, smells delicious, and tastes even better. Oh there was one thing that was different, the color of the rye bread was light instead of dark, but that had no bearing on taste. I will use this recipe from now on. The cranberries, apples, rye bread, and onions really balance this stuffing out to be just perfect. Thank so much twissis~another winner under your belt. UPDATED To Add: You should make MORE then stated, I am ashamed to admit I ate about 1/4 cup or more all by myself before it hit the table."
935956,323333,2010-11-15,5,"Love it. Fast, inexpensive and versatile. I've used pintos or black beans. Great either way. Serving it with fish tacos tonight."
916394,119415,2009-09-05,5,Amazing
1312320,188214,2009-07-02,5,Excellent and fairly easy - however I completely agree with the review by Manami to reduce the amount of salt.  If you use the salt called for the potato salad is overwhelmingly salty.
173399,77942,2005-03-15,5,"My mom makes fish like this!!!  I never realized how BAD jarred gefilte fish tasted until I went to college and had to eat it straight.  Now I always recook the fish with onion, carrot, celery and the fish gelatin.  This year I will try your method of browning the onion first.  Thanks for posting!"
146637,90086,2004-12-29,5,This was very good. It was the first time I had made/tasted hummus. I don't know how it compares to the kind with tahini in it but my MIL eats hummus and she said this tasted like it was supposed to.
1445414,11217,2012-08-30,5,Amazing Recipe!!!! Deserves More then five stars. After reading all the reviews I also tweaked it to suit my families taste. I chopped the zucchini instead of shredding it and used an assortment of cherry tomatoes from my garden (needed to use them up). I omitted the chili flakes and sugar. I substituted chipoltle chile instead for a smokier taste. It turned out marvelously and I will be making this with the rest of the zucchini and tomato i harvest this year
48692,21239,2007-10-17,4,"Very tasty recipe.  I did add Cheddar cheese (about 1 cup )for extra zest and also more garlic powder and green onions.  The taste reminded me of twice baked potatoes.  I also added about a cup of finely chopped lean ham, which I sauteed prior to adding, which crisped it a little.  A meal in one, with the addition of a side of peas and carrots.  Thanks for posting/"
171290,69227,2004-11-19,4,"This was very tasty. Despite using foil, cooking it in our gas oven caused my fiance and I some difficulties. I'm not sure if the almost burning was because of the our oven or because of the gas oven in general. All in all, it is a very yummy recipe - we added extra cranberries because we love them, which adds a nice zing to the overall taste, as does the mustard. "
189616,105102,2005-05-03,4,"The flavor was very nice, the meat indeed fell right off the bone, but next time i would drain off the excess fat(and I'm not really sure if the 1 Tbsp. H20 was necessary), and broil them, just to make them crispy. Great recipe Dug!"
381180,397854,2011-03-08,5,"VERY GOOD!  I used venison sausage that wasn't spicy at all, so I added two bay leaves, a light sprinkling of garlic powder, and two teaspoons dried chives to the pot ~ I never buy Velveeta cheese, so I substituted 4 ounces grated extra sharp cheddar.  Made for Spring PAC 2011."
875333,49172,2008-09-28,5,"Just awesome! These are the first puffs I have not had to give to the dog. they are easy and amazing!
Thnak you!!!!"
226414,14152,2006-01-03,4,I did this in a low carb wrap that was toasted on a hot gridle and it was outstanding.
422893,167272,2007-03-06,5,"Wow, this was really yummy.
I added capsicum & mushrooms as suggested & served it over risoni pasta. It was lovely & creamy & rich and my hubby was most impressed. This is one to definitely make again!
The only thing I think I would change is to perhaps cut down on the sour cream by just a smidge next time as I would really like the tomato flavour to be a bit more prominent, but otherwise perfect!!"
96896,16064,2003-08-03,4,"Give me a break! I used the margaraine and I thought it was delicious. I don't know about authentic, but it was just wonderful!  Thanks for the recipe. "
34280,48942,2009-11-05,5,"Just tried this -- we added a tad more brown sugar cause we like it sweet, and a bit of hot sauce -- but this is to die for. NEVER would have thought of the syrup but boy this is GREAT!! thanks, Uncle Bill!"
486648,288061,2009-03-19,4,"Yum! I bought some Tzatziki from our local Greek restaurant, and we ate this with that and Greek salad, warm pitas, feta, and kalamata olives. I baked the chicken, and I can't wait until summer so we can grill this, it will be even better grilled! Thanks for a great new (for me) way to fix chicken. It's so quick and easy!"
2000950962,362059,2016-09-22,5,"Really good and so easy to make!! Thanks for an awesome recipe, everyone loved it!"
882556,28148,2011-12-18,5,Yummy sounds heard round the table!  Easy and delish. Thank you Miss Annie!
49747,36486,2002-08-08,5,This was a easy great recipe.  I tried it and it tastes great.
138047,51081,2004-06-20,5,"This was absolutely delicious and one that will be repeated again and again. I followed a slightly different recipe with the beef.  I put 350g beef in the freezer for 20 minutes and then cut it into thin slices. The beef then went into a bowl with 2 tsp soy sauce, 2 tsp rice wine, 2 tsp sesame oil, salt, pepper and 2 tsp cornflour. This was left to marinate for 20 minutes. This was then fried in a hot wok for about 2 minutes. I then added the dressing to the beef and poured the whole lot onto the salad mixture you suggest in step 3 (I used half the quantity as there were only three of us and it was a starter). The whole thing was tossed together and devoured. In fact I wished I'd done the amount suggested because we LOVED it!!!"
1958629,112844,2011-11-10,0,I took the advise of one of the reviewers and added feta cheese.  It was a hit at a recent chili cookoff.  will definately make again as our family transitions to healthier choices.  It was tasty!
58931,55193,2003-12-26,5,"This has become a favorite at our house.  It's quick to put together and tastes great! I use soy cheddar for the cheese - about 3 slices, and it's just enough."
2000631492,123428,2015-11-02,5,"I&#039;ve made an addition of 1/3 C of nutritional yeast which takes this to the next level of deliciousness, great recipe for the colder fall/winter months"
89881,58480,2006-01-13,5,Awesome! I made them for Christmas Dinner as an appetizer and everyone loved them! I used Portabella mushrooms and Turkey bacon and the results were delicious.
